5.4721,5.2624,4.9795
5.4706,5.3642,5.4927
5.5507,4.0641,4.9803
5.7281,5.5755,4.8851
5.9499,4.4715,5.3554
5.2486,4.7319,4.7764
5.7621,5.3738,5.6398
5.7405,5.6599,5.0732
5.5561,4.9585,5.2954
5.4269,4.6809,5.1455
5.5136,4.6811,5.1196
5.337,4.6975,5.3311
5.5434,4.3903,4.5444
5.7129,4.4881,5.0351
5.4348,4.5847,4.9579
5.5549,4.6545,4.5057
5.5501,4.4558,4.7177
5.1394,5.068,4.8074
5.1331,5.042,4.9026
4.9637,4.7642,5.0301
5.7768,4.9347,5.0382
5.7186,5.8856,5.507
4.668,4.8173,4.7033
5.3166,4.7788,5.5151
5.8903,5.4645,5.026
5.6499,4.8125,5.195
6.1014,5.2534,5.7983
5.5521,4.5448,4.69
5.163,3.8677,3.9993
5.5567,4.897,4.8498
5.696,4.7325,4.8545
5.4545,3.9823,4.8663
5.4611,4.3728,5.1289
5.6261,4.5185,4.7306
5.5664,4.95,4.8831
4.4321,5.1212,4.5462
5.0246,5.2145,5.1224
5.0095,4.7465,5.1926
4.9892,4.3962,4.6842
4.7598,4.7386,4.8114
5.4592,4.8656,4.7049
4.8414,4.753,5.1405
5.1164,4.8084,4.8294
5.1933,4.4681,4.8517
5.9424,5.7809,5.0962
5.5212,4.7929,5.3238
6.1432,5.2083,5.585
5.5247,5.0461,5.4343
5.2957,4.8605,5.0126
5.2211,4.7438,5.0177
5.0807,4.8498,4.7555
5.1262,4.7959,5.3701
5.3006,5.4665,5.1618
5.3527,4.7454,5.0951
5.2523,4.9874,5.8418
5.2218,5.0063,5.8019
5.7382,5.6303,5.3015
4.8848,5.1731,5.0035
5.4649,4.8218,4.5174
5.394,4.1903,4.6031
5.4899,4.1043,5.1309
5.2949,4.3804,5.0407
5.4342,4.6553,5.4053
5.0482,4.2988,5.0063
5.4621,4.5719,5.2938
5.5646,4.9012,4.9448
5.8129,5.2257,5.7575
5.7974,4.6201,5.1702
5.6908,4.6469,5.9284
5.8358,4.8485,5.2342
5.8927,5.8903,5.9233
5.4778,4.6294,5.1467
